27.000166, 1.007366, 1.004666, 0.981287
27.000366, 1.019717, 0.996190, 1.009766
27.000566, 1.011483, 0.996190, 1.001629
27.000766, 1.007366, 0.991951, 1.005697
27.000966, 1.015600, 1.000428, 1.009766
27.001166, 0.999131, 0.996190, 1.001629
27.001366, 1.007366, 1.000428, 0.993492
27.001566, 1.011483, 1.000428, 1.009766
27.001766, 1.007366, 0.996190, 1.005697
27.001966, 1.015600, 1.000428, 1.001629
27.002166, 1.007366, 0.996190, 1.017903
27.002366, 0.999131, 0.987713, 1.009766
27.002566, 0.995014, 0.987713, 1.009766
27.002766, 1.003249, 0.996190, 1.005697
27.002966, 1.007366, 1.008904, 1.005697
27.003166, 0.990897, 0.996190, 1.009766
27.003367, 1.007366, 0.991951, 1.005697
27.003567, 1.007366, 1.000428, 1.066723
27.003767, 1.007366, 0.991951, 1.062655
27.003967, 0.990897, 0.996190, 0.993492
27.004167, 0.995014, 1.013143, 0.993492
27.004367, 1.007366, 1.004666, 0.997561
27.004567, 1.003249, 1.008904, 1.009766
27.004767, 0.999131, 0.991951, 1.001629
27.004967, 0.999131, 0.987713, 0.997561
27.005167, 0.999131, 1.004666, 0.993492
27.005367, 1.011483, 1.008904, 1.009766
27.005567, 1.003249, 0.987713, 1.009766
27.005767, 1.003249, 0.996190, 1.005697
27.005967, 0.999131, 0.987713, 0.997561
27.006167, 1.015600, 1.000428, 1.017903
27.006367, 1.007366, 0.996190, 1.009766
27.006567, 1.011483, 0.996190, 1.013834
27.006767, 1.015600, 0.996190, 1.001629
27.006967, 1.003249, 0.987713, 1.013834
27.007167, 0.999131, 0.987713, 1.001629
27.007367, 0.999131, 1.000428, 1.009766
27.007567, 0.990897, 0.991951, 1.017903
27.007767, 0.995014, 0.991951, 1.013834
27.007967, 1.027952, 0.987713, 1.013834
27.008167, 1.015600, 1.000428, 1.001629
27.008367, 1.003249, 1.000428, 0.997561
27.008567, 1.011483, 1.008904, 0.985355
27.008767, 1.007366, 1.004666, 1.001629
27.008967, 1.015600, 0.996190, 1.001629
27.009167, 1.003249, 0.996190, 1.005697
27.009368, 0.999131, 0.996190, 1.017903
27.009568, 0.999131, 0.983475, 1.009766
27.009768, 0.990897, 0.996190, 1.017903
27.009968, 0.995014, 0.991951, 1.017903
27.010168, 1.007366, 1.000428, 1.001629
27.010368, 1.023835, 0.991951, 1.005697
27.010568, 0.999131, 0.991951, 1.021971
27.010768, 1.015600, 1.000428, 1.009766
27.010968, 1.011483, 0.987713, 1.005697
27.011168, 1.003249, 1.000428, 1.009766
27.011368, 1.011483, 0.991951, 1.005697
27.011568, 0.999131, 0.991951, 1.009766
27.011768, 1.015600, 1.008904, 1.005697
27.011968, 1.011483, 1.000428, 1.013834
27.012168, 1.011483, 1.004666, 1.001629
27.012368, 0.999131, 1.004666, 0.997561
27.012568, 1.027952, 1.000428, 0.997561
