6.500044,-0.07087,8.307151,0.620739,,,
6.500294,-0.086151,9.275081,0.670958,-0.055213253,1.003801027,0.027904368
6.500544,-0.103259,10.039864,0.714124,,,
6.500794,-0.117211,10.579648,0.729857,,,
6.501044,-0.132574,10.885232,0.741869,,,
6.501294,-0.143869,10.958917,0.726214,,,
6.501544,-0.150097,10.79865,0.69537,,,
6.501794,-0.151841,10.393668,0.661271,,,
6.502044,-0.148187,9.752845,0.60276,,,
6.502294,-0.151011,8.904108,0.525494,,,
6.502544,-0.145032,7.856989,0.439239,,,
6.502794,-0.127508,6.630462,0.336864,,,
6.503044,-0.107494,5.264122,0.233404,,,
6.503294,-0.103092,3.790088,0.126302,,,
6.503545,-0.085071,2.253376,0.009125,,,
6.503795,-0.06788,0.670169,-0.109214,,,
6.504045,-0.061652,-0.907534,-0.210659,,,
6.504295,-0.044627,-2.428638,-0.313731,,,
6.504545,-0.031588,-3.870224,-0.402622,,,
6.504795,-0.019713,-5.187441,-0.484072,,,
6.505045,-0.00601,-6.354658,-0.550565,,,
6.505295,0.007029,-7.327599,-0.609076,,,
6.505545,0.016496,-8.095914,-0.645345,,,
6.505795,0.018905,-8.643337,-0.66627,,,
6.506045,0.029036,-8.952454,-0.677972,,,
6.506295,0.029452,-9.015789,-0.671617,,,
6.506545,0.025382,-8.825949,-0.641548,,,
6.506795,0.025382,-8.405195,-0.601636,,,
6.507045,0.014503,-7.75205,-0.550565,,,
6.507295,0.003458,-6.874398,-0.478492,,,
6.507545,-0.009166,-5.806167,-0.395027,,,
6.507795,-0.011989,-4.574464,-0.294124,,,
6.508045,-0.013152,-3.199827,-0.184232,,,
6.508295,-0.020045,-1.712239,-0.07186,,,
6.508546,-0.029263,-0.167066,0.046557,,,
6.508796,-0.034329,1.404311,0.164741,,,
6.509046,-0.042883,2.959341,0.279981,,,
6.509296,-0.049693,4.459909,0.372203,,,
6.509546,-0.053762,5.881862,0.471168,,,
6.509796,-0.062897,7.177557,0.551146,,,
6.510046,-0.069624,8.315694,0.624692,,,
6.510296,-0.081417,9.281653,0.669021,,,
6.510546,-0.102926,10.046353,0.70901,,,
6.510796,-0.12128,10.584905,0.727687,,,
6.511046,-0.139218,10.894104,0.739776,,,
6.511296,-0.145115,10.969596,0.728462,,,
6.511546,-0.152174,10.79906,0.699322,,,
6.511796,-0.153502,10.393093,0.655768,,,
6.512046,-0.150596,9.749723,0.598575,,,
6.512296,-0.15043,8.897208,0.525572,,,
6.512546,-0.14171,7.848281,0.441797,,,
6.512796,-0.13,6.622329,0.342057,,,
6.513046,-0.116795,5.252621,0.236039,,,
6.513297,-0.105916,3.78138,0.121807,,,
6.513547,-0.08831,2.239657,0.00432,,,
6.513797,-0.070621,0.658915,-0.111152,,,
6.514047,-0.057998,-0.918541,-0.216006,,,
6.514297,-0.04579,-2.443917,-0.318614,,,
