13.500211,-0.049111,1.01083,0.029197,,,
13.500461,-0.049527,1.009434,0.029662,-0.052554301,1.000060173,0.027529983
13.500711,-0.052516,1.013212,0.029352,,,
13.500961,-0.053181,1.018059,0.030825,,,
13.501211,-0.057167,1.01732,0.028267,,,
13.501461,-0.053098,1.014609,0.02509,,,
13.501711,-0.057499,1.015512,0.030282,,,
13.501961,-0.051603,1.012227,0.032065,,,
13.502211,-0.049361,1.010255,0.029585,,,
13.502461,-0.048198,1.005819,0.029042,,,
13.502711,-0.050855,1.006312,0.034855,,,
13.502961,-0.053347,1.006312,0.03625,,,
13.503211,-0.055423,1.000644,0.034002,,,
13.503461,-0.055921,0.99974,0.03408,,,
13.503712,-0.049444,0.997769,0.02912,,,
13.503962,-0.049942,1.001219,0.027337,,,
13.504212,-0.046952,0.996783,0.02788,,,
13.504462,-0.054759,0.987747,0.027725,,,
13.504712,-0.055008,0.990704,0.026175,,,
13.504962,-0.054011,0.987583,0.021912,,,
13.505212,-0.049195,0.984133,0.024935,,,
13.505462,-0.050357,0.989061,0.021215,,,
13.505712,-0.051271,0.989636,0.020362,,,
13.505962,-0.050523,0.985529,0.02478,,,
13.506212,-0.053015,0.983558,0.030127,,,
13.506462,-0.052184,0.980682,0.026795,,,
13.506712,-0.051271,0.983311,0.02478,,,
13.506962,-0.052184,0.9829,0.023695,,,
13.507212,-0.051603,0.982572,0.027725,,,
13.507462,-0.050772,0.988897,0.028732,,,
13.507712,-0.054676,0.988815,0.027492,,,
13.507962,-0.048115,0.989636,0.024005,,,
13.508212,-0.043879,0.998097,0.027647,,,
13.508462,-0.050025,1.00048,0.026795,,,
13.508713,-0.048447,0.999247,0.02788,,,
13.508963,-0.049028,1.002944,0.025865,,,
13.509213,-0.050108,1.008037,0.027802,,,
13.509463,-0.049278,1.013952,0.02695,,,
13.509713,-0.054759,1.017566,0.028655,,,
13.509963,-0.054842,1.014773,0.02943,,,
13.510213,-0.053347,1.015348,0.026407,,,
13.510463,-0.052599,1.017648,0.027415,,,
13.510713,-0.052516,1.014855,0.028732,,,
13.510963,-0.053596,1.01962,0.02788,,,
13.511213,-0.052683,1.016662,0.028577,,,
13.511463,-0.05343,1.013952,0.027647,,,
13.511713,-0.051354,1.016662,0.028887,,,
13.511963,-0.055257,1.022659,0.03129,,,
13.512213,-0.05916,1.016087,0.031522,,,
13.512463,-0.056337,1.009762,0.032375,,,
13.512713,-0.05426,1.011241,0.032065,,,
13.512963,-0.055838,1.005655,0.032297,,,
13.513213,-0.054925,1.004505,0.028422,,,
13.513463,-0.053762,1.000233,0.027802,,,
13.513714,-0.050772,0.995304,0.028887,,,
13.513964,-0.053347,0.993251,0.029042,,,
13.514214,-0.060738,0.995304,0.022532,,,
13.514464,-0.056503,0.987911,0.025477,,,
13.514714,-0.049527,0.984954,0.028345,,,
13.514964,-0.051022,0.983558,0.032762,,,
13.515214,-0.051935,0.981257,0.025555,,,
13.515464,-0.053845,0.981093,0.026872,,,
13.515714,-0.044046,0.983804,0.030282,,,
13.515964,-0.047118,0.984708,0.026407,,,
13.516214,-0.051188,0.981832,0.028422,,,
13.516464,-0.052018,0.97945,0.02664,,,
13.516714,-0.048613,0.990047,0.034545,,,
13.516964,-0.054011,0.985365,0.02881,,,
13.517214,-0.056337,0.988979,0.02819,,,
13.517464,-0.053762,0.991115,0.027957,,,
13.517714,-0.046786,0.994894,0.027725,,,
13.517964,-0.045623,0.997933,0.02912,,,
13.518214,-0.046039,0.99818,0.02726,,,
13.518464,-0.044129,0.998837,0.026175,,,
13.518715,-0.047534,1.001137,0.029817,,,
13.518965,-0.052683,1.005737,0.03036,,,
13.519215,-0.055174,1.009351,0.02695,,,
13.519465,-0.055755,1.013212,0.02323,,,
13.519715,-0.052683,1.015102,0.027957,,,
13.519965,-0.048281,1.013048,0.029585,,,
13.520215,-0.050855,1.018223,0.031212,,,
13.520465,-0.049444,1.013952,0.029197,,,
13.520715,-0.051769,1.018059,0.029972,,,
