13.500032, -0.023087, 1.024400, 1.013624, 0.994679
13.500232, -0.034684, 1.016165, 1.017862, 1.015021
13.500432, -0.015640, 1.020283, 1.026339, 1.002816
13.500632, 0.015457, 1.012048, 1.005147, 1.002816
13.500832, 0.026749, 1.003814, 1.017862, 0.994679
13.501032, 0.006271, 1.007931, 1.009386, 0.998747
13.501232, -0.024857, 1.007931, 1.026339, 0.994679
13.501432, -0.038773, 1.020283, 1.026339, 0.994679
13.501632, -0.029496, 1.020283, 1.022101, 1.019089
13.501832, -0.011093, 1.016165, 1.013624, 0.994679
13.502032, 0.000473, 1.016165, 1.017862, 0.998747
13.502232, -0.005875, 1.012048, 1.017862, 0.998747
13.502432, -0.024735, 1.020283, 1.017862, 1.010953
13.502632, -0.032181, 1.007931, 1.009386, 1.010953
13.502832, -0.016526, 1.012048, 1.005147, 1.006884
13.503032, 0.009720, 1.012048, 1.005147, 1.023158
13.503232, 0.025711, 1.003814, 0.992432, 1.002816
13.503432, 0.018448, 0.995579, 1.009386, 1.019089
13.503632, -0.003281, 1.012048, 0.996671, 0.994679
13.503832, -0.015152, 1.016165, 0.996671, 0.998747
13.504032, -0.002548, 1.012048, 1.000909, 0.998747
13.504232, 0.027665, 1.012048, 0.996671, 0.994679
13.504432, 0.047898, 1.007931, 0.988194, 0.994679
13.504633, 0.040604, 1.007931, 1.000909, 1.002816
13.504833, 0.025040, 1.007931, 0.996671, 0.990611
13.505033, 0.028275, 1.020283, 1.013624, 0.990611
13.505233, 0.045518, 1.024400, 0.992432, 0.994679
13.505433, 0.053635, 1.007931, 0.988194, 0.994679
13.505633, 0.043229, 1.016165, 0.992432, 0.990611
13.505833, 0.019608, 1.020283, 0.992432, 0.998747
13.506033, -0.008042, 1.016165, 0.996671, 0.998747
13.506233, -0.027237, 1.012048, 0.983956, 0.990611
13.506433, -0.023239, 1.012048, 0.983956, 1.002816
13.506633, 0.000412, 1.012048, 0.988194, 1.006884
13.506833, 0.019394, 1.012048, 0.996671, 0.994679
13.507033, 0.017288, 1.020283, 1.000909, 0.998747
13.507233, 0.003342, 1.012048, 1.017862, 0.994679
13.507433, 0.000809, 1.012048, 1.000909, 0.998747
13.507633, 0.015122, 1.012048, 0.992432, 0.982474
13.507833, 0.025956, 1.028517, 0.992432, 1.002816
13.508033, 0.013809, 1.020283, 1.000909, 0.990611
13.508233, -0.019303, 1.007931, 0.992432, 0.994679
13.508433, -0.043900, 0.999697, 0.983956, 1.002816
13.508633, -0.033799, 1.012048, 0.983956, 1.019089
13.508833, -0.002609, 1.016165, 0.996671, 1.010953
13.509033, 0.015213, 1.012048, 1.000909, 1.006884
13.509233, 0.006271, 1.007931, 1.000909, 1.002816
13.509433, -0.010330, 1.007931, 1.005147, 1.002816
13.509633, -0.008011, 1.016165, 1.005147, 0.994679
13.509833, 0.013107, 1.016165, 1.005147, 1.006884
13.510033, 0.029068, 1.007931, 1.009386, 1.006884
