6.500055,0.559106,1.147916,8.782425,1.735128,,,
6.500255,0.573327,1.139682,9.502936,1.77988,0.003011811,1.020454779,1.030068364
6.500455,0.582757,1.143799,10.096298,1.816496,,,
6.500655,0.585077,1.135565,10.537081,1.840906,,,
6.500855,0.570855,1.110861,10.833762,1.861248,,,
6.501055,0.540215,1.106744,10.982102,1.844974,,,
6.501255,0.510307,1.090275,10.965149,1.832769,,,
6.501455,0.496056,1.09851,10.81257,1.792085,,,
6.501655,0.481193,1.094392,10.511651,1.759538,,,
6.501855,0.437308,1.114979,10.0412,1.698512,,,
6.502055,0.363363,1.094392,9.426647,1.637486,,,
6.502255,0.27657,1.061455,8.680706,1.564255,,,
6.502455,0.190967,1.044986,7.82457,1.470682,,,
6.502655,0.113207,1.057338,6.862476,1.377109,,,
6.502868,0.040177,1.05322,5.802901,1.275399,,,
6.503068,-0.040574,1.05322,4.654322,1.202167,,,
6.503268,-0.131365,1.016165,3.446407,1.084184,,,
6.503468,-0.218799,1.012048,2.213062,0.958063,,,
6.503668,-0.2925,1.003814,0.945811,0.856353,,,
6.503868,-0.348928,0.999697,-0.291772,0.758712,,,
6.504068,-0.392142,1.012048,-1.537832,0.657002,,,
6.504268,-0.436545,0.987345,-2.754224,0.551223,,,
6.504468,-0.488426,0.966759,-3.877373,0.461719,,,
6.504668,-0.537133,0.958525,-4.962377,0.396624,,,
6.504868,-0.562615,0.95029,-5.915994,0.319325,,,
6.505068,-0.557244,0.937938,-6.789084,0.274572,,,
6.505268,-0.54345,0.937938,-7.509595,0.233888,,,
6.505468,-0.546471,0.937938,-8.098718,0.197273,,,
6.505668,-0.561089,0.942056,-8.539501,0.164725,,,
6.505869,-0.565515,0.925587,-8.831944,0.164725,,,
6.506069,-0.541558,0.917352,-8.984522,0.176931,,,
6.506269,-0.492454,0.909118,-8.976046,0.197273,,,
6.506469,-0.441154,0.925587,-8.793799,0.213546,,,
6.506669,-0.395346,0.929704,-8.463212,0.262367,,,
6.506869,-0.34966,0.925587,-7.984284,0.307119,,,
6.507069,-0.302632,0.925587,-7.378207,0.376282,,,
6.507269,-0.254871,0.942056,-6.62379,0.449513,,,
6.507469,-0.197467,0.946173,-5.737986,0.539018,,,
6.507669,-0.123033,0.946173,-4.763177,0.624455,,,
6.507869,-0.047623,0.974993,-3.665458,0.730233,,,
6.508069,0.012161,0.991462,-2.529594,0.856353,,,
6.508269,0.071794,0.999697,-1.313202,0.953995,,,
6.508469,0.149645,1.020283,-0.067142,1.063842,,,
6.508669,0.236439,1.020283,1.174679,1.16962,,,
6.508869,0.311696,1.036752,2.420739,1.267262,,,
6.509069,0.364584,1.065572,3.641369,1.360835,,,
6.509269,0.402731,1.082041,4.836569,1.454408,,,
6.509469,0.449058,1.09851,5.95548,1.531708,,,
6.509669,0.508537,1.09851,7.006578,1.617144,,,
6.509869,0.554314,1.119096,7.960195,1.686307,,,
6.510069,0.55874,1.131447,8.803617,1.739196,,,
6.510269,0.533867,1.131447,9.502936,1.77988,,,
6.510469,0.521202,1.131447,10.083583,1.832769,,,
6.510669,0.533715,1.143799,10.549796,1.844974,,,
6.510869,0.552178,1.12733,10.842238,1.849043,,,
6.511069,0.560967,1.123213,10.965149,1.85718,,,
6.511269,0.551843,1.094392,10.965149,1.832769,,,
6.511469,0.516167,1.114979,10.825285,1.800222,,,
6.51167,0.454887,1.0244,10.49046,1.759538,,,
6.51187,0.391135,1.036752,10.036962,1.690375,,,
6.51207,0.346029,1.082041,9.4436,1.609007,,,
6.51227,0.304829,1.069689,8.693421,1.543913,,,
6.51247,0.23653,1.057338,7.841523,1.458477,,,
6.51267,0.140581,1.040869,6.879429,1.356767,,,
6.51287,0.047593,1.040869,5.785948,1.267262,,,
6.51307,-0.022721,1.036752,4.658561,1.165552,,,
6.51327,-0.080583,1.036752,3.467599,1.063842,,,
6.51347,-0.144976,1.0244,2.208824,0.9662,,,
6.51367,-0.226093,1.012048,0.92462,0.860422,,,
6.51387,-0.31426,0.999697,-0.29601,0.750575,,,
6.51407,-0.388296,0.987345,-1.54207,0.644797,,,
6.51427,-0.439658,0.983228,-2.749985,0.543087,,,
6.51447,-0.471183,0.962642,-3.885849,0.473924,,,
6.51467,-0.490654,0.962642,-4.9539,0.388487,,,
6.51487,-0.515221,0.958525,-5.924471,0.33153,,,
6.51507,-0.549523,0.946173,-6.789084,0.270504,,,
6.51527,-0.577264,0.954407,-7.492641,0.217615,,,
6.51547,-0.577874,0.958525,-8.077527,0.193204,,,
6.51567,-0.547692,0.942056,-8.531025,0.160657,,,
6.51587,-0.507713,0.942056,-8.823467,0.15252,,,
6.51607,-0.479576,0.95029,-8.971808,0.156589,,,
6.51627,-0.464378,0.946173,-8.950616,0.176931,,,
6.51647,-0.445457,0.937938,-8.789561,0.209478,,,
6.51667,-0.409384,0.933821,-8.446259,0.246093,,,
6.51687,-0.356374,0.933821,-7.971569,0.290846,,,
6.51707,-0.297749,0.942056,-7.361254,0.343735,,,
6.51727,-0.245869,0.946173,-6.59836,0.441377,,,
6.517471,-0.197375,0.942056,-5.729509,0.547155,,,
6.517671,-0.136248,0.966759,-4.737747,0.624455,,,
6.517871,-0.063249,0.970876,-3.661219,0.730233,,,
6.518071,0.006729,0.999697,-2.504164,0.848217,,,
6.518271,0.075792,1.012048,-1.279296,0.945858,,,
6.518471,0.150469,1.032634,-0.028997,1.063842,,,
6.518671,0.223011,1.0244,1.161964,1.177757,,,
6.518871,0.283894,1.049103,2.399548,1.259125,,,
