13.500032,-0.023087,1.028548,0.980939,1.000111,,,
13.500232,-0.034684,1.020315,0.985175,1.020452,0.003968626,1.015651512,0.968758269
13.500432,-0.01564,1.024431,0.993646,1.008247,,,
13.500632,0.015457,1.016198,0.972468,1.008247,,,
13.500832,0.026749,1.007964,0.985175,1.000111,,,
13.501032,0.006271,1.012081,0.976703,1.004179,,,
13.501232,-0.024857,1.012081,0.993646,1.000111,,,
13.501432,-0.038773,1.024431,0.993646,1.000111,,,
13.501632,-0.029496,1.024431,0.989411,1.02452,,,
13.501832,-0.011093,1.020315,0.980939,1.000111,,,
13.502032,0.000473,1.020315,0.985175,1.004179,,,
13.502232,-0.005875,1.016198,0.985175,1.004179,,,
13.502432,-0.024735,1.024431,0.985175,1.016384,,,
13.502632,-0.032181,1.012081,0.976703,1.016384,,,
13.502832,-0.016526,1.016198,0.972468,1.012316,,,
13.503032,0.00972,1.016198,0.972468,1.028589,,,
13.503232,0.025711,1.007964,0.95976,1.008247,,,
13.503432,0.018448,0.99973,0.976703,1.02452,,,
13.503632,-0.003281,1.016198,0.963996,1.000111,,,
13.503832,-0.015152,1.020315,0.963996,1.004179,,,
13.504032,-0.002548,1.016198,0.968232,1.004179,,,
13.504232,0.027665,1.016198,0.963996,1.000111,,,
13.504432,0.047898,1.012081,0.955524,1.000111,,,
13.504633,0.040604,1.012081,0.968232,1.008247,,,
13.504833,0.02504,1.012081,0.963996,0.996043,,,
13.505033,0.028275,1.024431,0.980939,0.996043,,,
13.505233,0.045518,1.028548,0.95976,1.000111,,,
13.505433,0.053635,1.012081,0.955524,1.000111,,,
13.505633,0.043229,1.020315,0.95976,0.996043,,,
13.505833,0.019608,1.024431,0.95976,1.004179,,,
13.506033,-0.008042,1.020315,0.963996,1.004179,,,
13.506233,-0.027237,1.016198,0.951289,0.996043,,,
13.506433,-0.023239,1.016198,0.951289,1.008247,,,
13.506633,0.000412,1.016198,0.955524,1.012316,,,
13.506833,0.019394,1.016198,0.963996,1.000111,,,
13.507033,0.017288,1.024431,0.968232,1.004179,,,
13.507233,0.003342,1.016198,0.985175,1.000111,,,
13.507433,0.000809,1.016198,0.968232,1.004179,,,
13.507633,0.015122,1.016198,0.95976,0.987906,,,
13.507833,0.025956,1.032665,0.95976,1.008247,,,
13.508033,0.013809,1.024431,0.968232,0.996043,,,
13.508233,-0.019303,1.012081,0.95976,1.000111,,,
13.508433,-0.0439,1.003847,0.951289,1.008247,,,
13.508633,-0.033799,1.016198,0.951289,1.02452,,,
13.508833,-0.002609,1.020315,0.963996,1.016384,,,
13.509033,0.015213,1.016198,0.968232,1.012316,,,
