12.500187, 1.188472, 0.020159, -0.021883
12.500437, 1.199401, 0.020080, -0.026065
12.500687, 1.197486, 0.016501, -0.022607
12.500937, 1.200837, 0.018251, -0.014886
12.501187, 1.198045, 0.019364, -0.023411
12.501437, 1.201315, 0.017138, -0.021320
12.501686, 1.207857, 0.018887, -0.016816
12.501936, 1.206022, 0.017376, -0.018907
12.502186, 1.204347, 0.018967, -0.020837
12.502436, 1.210090, 0.013559, -0.022768
12.502686, 1.206341, 0.017297, -0.020596
12.502935, 1.209213, 0.016899, -0.017781
12.503185, 1.205065, 0.019841, -0.019309
12.503435, 1.210170, 0.016501, -0.021239
12.503685, 1.206341, 0.013798, -0.020435
12.503935, 1.210410, 0.021670, -0.020757
12.504185, 1.205065, 0.020159, -0.022928
12.504434, 1.211526, 0.023499, -0.023894
12.504684, 1.206740, 0.022704, -0.023974
12.504934, 1.208096, 0.020239, -0.018746
12.505184, 1.211367, 0.021114, -0.018183
12.505434, 1.216632, 0.025487, -0.019711
12.505683, 1.220541, 0.026203, -0.022446
12.505933, 1.213521, 0.019603, -0.022124
12.506183, 1.211845, 0.017694, -0.017620
12.506433, 1.212723, 0.020000, -0.018344
12.506683, 1.211925, 0.018092, -0.022044
12.506933, 1.208655, 0.017376, -0.019470
12.507182, 1.214717, 0.020636, -0.014886
12.507432, 1.211207, 0.023976, -0.016575
12.507682, 1.208096, 0.028270, -0.017459
12.507932, 1.209293, 0.026362, -0.020757
12.508182, 1.210330, 0.025328, -0.020274
12.508432, 1.212244, 0.028588, -0.017942
12.508681, 1.210729, 0.022306, -0.017620
12.508931, 1.205065, 0.016501, -0.017540
12.509181, 1.204028, 0.018251, -0.012794
12.509431, 1.199880, 0.019841, -0.014886
12.509681, 1.205384, 0.019126, -0.011990
12.509930, 1.205863, 0.017138, -0.014081
12.510180, 1.200757, 0.011492, -0.015046
12.510430, 1.198603, 0.010458, -0.012714
12.510680, 1.197407, 0.008470, -0.012794
12.510930, 1.189749, 0.010060, -0.013116
12.511180, 1.196449, 0.014354, -0.016172
12.511429, 1.189988, 0.013798, -0.012714
12.511679, 1.191823, 0.019126, -0.013840
12.511929, 1.185281, 0.023181, -0.012151
12.512179, 1.191344, 0.023340, -0.009577
12.512429, 1.189589, 0.021352, -0.015449
12.512679, 1.189270, 0.020716, -0.017379
12.512928, 1.188791, 0.019285, -0.014725
12.513178, 1.191663, 0.018489, -0.011910
12.513428, 1.186239, 0.016581, -0.011829
12.513678, 1.191504, 0.015229, -0.014564
12.513928, 1.188392, 0.015468, -0.018827
12.514177, 1.187595, 0.017138, -0.013277
12.514427, 1.191264, 0.014275, -0.013518
12.514677, 1.193418, 0.010617, -0.013679
12.514927, 1.189509, 0.011412, -0.014162
12.515177, 1.191025, 0.012764, -0.016977
12.515427, 1.190227, 0.018251, -0.011105
12.515676, 1.198444, 0.018648, -0.010623
12.515926, 1.195333, 0.020000, -0.016575
12.516176, 1.192461, 0.022943, -0.018907
12.516426, 1.192780, 0.029543, -0.019792
12.516676, 1.202512, 0.026759, -0.015288
12.516926, 1.200278, 0.024135, -0.016977
12.517175, 1.199959, 0.021352, -0.014323
12.517425, 1.195971, 0.022386, -0.017540
12.517675, 1.200119, 0.026759, -0.018183
12.517925, 1.202273, 0.023420, -0.019711
12.518175, 1.203150, 0.020636, -0.018987
12.518424, 1.202991, 0.019205, -0.021320
12.518674, 1.212803, 0.018410, -0.018424
12.518924, 1.209133, 0.015388, -0.019148
12.519174, 1.211287, 0.016024, -0.019872
12.519424, 1.210011, 0.015309, -0.022687
12.519674, 1.209452, 0.010856, -0.019792
12.519923, 1.212085, 0.013003, -0.017701
12.520173, 1.213042, 0.014832, -0.020676
12.520423, 1.209293, 0.016740, -0.022928
12.520673, 1.208734, 0.021511, -0.023733
12.520923, 1.207219, 0.021193, -0.025502
12.521173, 1.204746, 0.019126, -0.023572
12.521422, 1.211925, 0.019841, -0.019792
12.521672, 1.210808, 0.016024, -0.019631
12.521922, 1.213600, 0.012923, -0.020033
12.522172, 1.213521, 0.018728, -0.023089
12.522422, 1.213441, 0.019364, -0.018183
12.522671, 1.214398, 0.021273, -0.019068
12.522921, 1.221179, 0.016104, -0.020516
12.523171, 1.217669, 0.016263, -0.017459
12.523421, 1.219105, 0.017853, -0.017459
12.523671, 1.214478, 0.023579, -0.018103
12.523921, 1.213202, 0.020159, -0.020837
12.524170, 1.213042, 0.021829, -0.020274
12.524420, 1.213600, 0.026203, -0.018264
12.524670, 1.214159, 0.021591, -0.018505
12.524920, 1.213441, 0.021909, -0.015851
12.525170, 1.210489, 0.019205, -0.014966
12.525420, 1.210968, 0.020716, -0.013599
12.525669, 1.211127, 0.021511, -0.013197
12.525919, 1.206102, 0.019841, -0.012070
12.526169, 1.202353, 0.020318, -0.017218
12.526419, 1.205304, 0.020239, -0.020837
12.526669, 1.207538, 0.017058, -0.018666
12.526918, 1.201236, 0.010140, -0.012633
12.527168, 1.200598, 0.011651, -0.012553
12.527418, 1.196290, 0.016820, -0.009738
12.527668, 1.198045, 0.021034, -0.009255
12.527918, 1.189270, 0.015786, -0.012151
12.528168, 1.192700, 0.011651, -0.016977
12.528417, 1.187116, 0.010856, -0.014001
12.528667, 1.188871, 0.017853, -0.013599
12.528917, 1.191823, 0.021511, -0.014081
12.529167, 1.195891, 0.021273, -0.013438
12.529417, 1.186717, 0.020398, -0.016655
12.529667, 1.192142, 0.022863, -0.016977
12.529916, 1.186957, 0.020955, -0.014162
12.530166, 1.190546, 0.018967, -0.014162
12.530416, 1.185122, 0.017694, -0.018505
12.530666, 1.184404, 0.017853, -0.015529
12.530916, 1.187435, 0.019762, -0.012392
12.531165, 1.189908, 0.014911, -0.016494
12.531415, 1.195572, 0.011889, -0.013518
12.531665, 1.194136, 0.012366, -0.015529
12.531915, 1.195891, 0.014116, -0.015046
12.532165, 1.194934, 0.013718, -0.013840
12.532415, 1.189350, 0.020557, -0.013760
12.532664, 1.192541, 0.028668, -0.015851
12.532914, 1.193737, 0.034234, -0.017459
12.533164, 1.191663, 0.031133, -0.015609
12.533414, 1.189669, 0.028509, -0.017620
12.533664, 1.197486, 0.024612, -0.019390
12.533914, 1.198843, 0.020875, -0.022446
12.534163, 1.202592, 0.016342, -0.019953
12.534413, 1.198603, 0.013082, -0.014403
12.534663, 1.199241, 0.014275, -0.014725
12.534913, 1.202193, 0.011651, -0.017540
12.535163, 1.201635, 0.012844, -0.022687
12.535412, 1.203709, 0.013718, -0.019711
12.535662, 1.206261, 0.013559, -0.014323
12.535912, 1.207777, 0.010458, -0.017701
12.536162, 1.214877, 0.009583, -0.020757
12.536412, 1.206421, 0.013241, -0.022446
12.536662, 1.208894, 0.013082, -0.019872
12.536911, 1.205783, 0.014195, -0.019309
12.537161, 1.212244, 0.021670, -0.018264
12.537411, 1.212563, 0.023181, -0.021400
12.537661, 1.215116, 0.021829, -0.021561
12.537911, 1.210330, 0.022783, -0.020113
12.538160, 1.209612, 0.020159, -0.017701
12.538410, 1.206979, 0.025726, -0.018022
12.538660, 1.209372, 0.026521, -0.019148
12.538910, 1.217110, 0.021114, -0.018264
12.539160, 1.212723, 0.017615, -0.019309
12.539410, 1.209692, 0.015309, -0.019229
12.539659, 1.211447, 0.015468, -0.018827
12.539909, 1.207298, 0.013798, -0.018344
12.540159, 1.214957, 0.017853, -0.019148
12.540409, 1.207697, 0.014991, -0.019872
12.540659, 1.215435, 0.021432, -0.018746
12.540909, 1.210170, 0.024692, -0.020355
12.541158, 1.210410, 0.024056, -0.015529
12.541408, 1.206740, 0.029463, -0.015931
12.541658, 1.210489, 0.033041, -0.018022
12.541908, 1.211287, 0.026839, -0.018907
12.542158, 1.205863, 0.025169, -0.016414
12.542407, 1.208335, 0.026044, -0.016575
12.542657, 1.208575, 0.022704, -0.016172
12.542907, 1.207219, 0.019921, -0.014966
12.543157, 1.203070, 0.020398, -0.015851
12.543407, 1.202751, 0.021670, -0.014805
12.543657, 1.205145, 0.019205, -0.011427
12.543906, 1.200917, 0.019523, -0.018827
12.544156, 1.203788, 0.015468, -0.015770
12.544406, 1.196848, 0.013718, -0.015046
12.544656, 1.193578, 0.014116, -0.012151
12.544906, 1.188392, 0.015150, -0.020113
12.545156, 1.190307, 0.013400, -0.017942
